feature,gain_importance_mean,gain_importance_std,split_importance_mean,split_importance_std,perm_importance_mean,perm_importance_std,gain_importance_norm_mean,split_importance_norm_mean,perm_importance_norm_mean,validation_roc_auc_mean,feature_family,consolidated_score,consolidated_rank,gain_rank,split_rank,perm_rank,is_zero_importance,is_near_zero_importance,importance_bucket,in_low_value_tail,in_cluster,cluster_theme,cluster_role,selection_action,selection_reason,selected
kid16_17_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
unan_dat_Mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
attempt_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
avg6qty_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
avg6rev_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
blck_dat_Mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
blck_dat_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
callfwdv_Mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
callfwdv_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
ccrndmou_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
comp_dat_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
creditcd_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
da_Mean_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid3_5_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
datovr_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
drop_dat_Mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
drop_dat_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
dualband_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
eqpdays_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
ethnic_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
forgntvl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
forgntvl_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
forgntvl_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid0_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid0_2_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid11_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid11_15_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
datovr_Mean_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
vceovr_Mean_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
